GX,GY,GZ,AX,AY,AZ,SX,SY,SZ,TA,TS
616.000000,-31.000000,978.000000,647.000000,-42.000000,996.000000,82260.000000,12540.000000,133988.000000,157723.629631,37.496667
616.000000,-31.000000,978.000000,638.000000,-21.000000,1008.000000,82722.000000,12750.000000,134618.000000,158516.553420,38.522721
616.000000,-31.000000,978.000000,651.000000,-24.000000,991.000000,83422.000000,12890.000000,134878.000000,159114.603566,37.986840
616.000000,-31.000000,978.000000,644.000000,-18.000000,1026.000000,83982.000000,13150.000000,135838.000000,160243.131110,57.070132
616.000000,-31.000000,978.000000,643.000000,-18.000000,1005.000000,84522.000000,13410.000000,136378.000000,161005.451672,40.336088
616.000000,-31.000000,978.000000,643.000000,-17.000000,1008.000000,85062.000000,13690.000000,136978.000000,161820.679853,42.720019
616.000000,-31.000000,978.000000,627.000000,-8.000000,1004.000000,85293.000000,14173.000000,137524.000000,162445.745878,36.414283
616.000000,-31.000000,978.000000,657.000000,-19.000000,1002.000000,86154.000000,14425.000000,138028.000000,163347.240947,49.000000
616.000000,-31.000000,978.000000,637.000000,-32.000000,1026.000000,86595.000000,14404.000000,139036.000000,164429.859019,52.402290
616.000000,-31.000000,978.000000,641.000000,-28.000000,993.000000,87095.000000,14464.000000,139336.000000,164952.318010,29.308702
616.000000,-31.000000,978.000000,641.000000,-28.000000,999.000000,87595.000000,14524.000000,139756.000000,165576.478212,32.787193
616.000000,-31.000000,978.000000,640.000000,-20.000000,1019.000000,88099.000000,14755.000000,140617.000000,166590.169323,48.764741
616.000000,-31.000000,978.000000,663.000000,-18.000000,1033.000000,89039.000000,15015.000000,141717.000000,168038.989032,73.505102
616.000000,-31.000000,978.000000,616.000000,-30.000000,970.000000,89039.000000,15035.000000,141557.000000,167905.863492,8.062258
616.000000,-31.000000,978.000000,659.000000,-32.000000,993.000000,90200.000000,15008.000000,141962.000000,168862.338927,45.552168
616.000000,-31.000000,978.000000,659.000000,-28.000000,1023.000000,91103.000000,15071.000000,142907.000000,170144.944970,62.313722
616.000000,-31.000000,978.000000,669.000000,-23.000000,1027.000000,92216.000000,15239.000000,143936.000000,171620.482091,72.622311
616.000000,-31.000000,978.000000,657.000000,-13.000000,1022.000000,93036.000000,15599.000000,144816.000000,172831.420618,62.777384
616.000000,-31.000000,978.000000,636.000000,-22.000000,972.000000,93436.000000,15779.000000,144696.000000,172962.988391,22.737634
616.000000,-31.000000,978.000000,627.000000,-23.000000,1031.000000,93656.000000,15939.000000,145756.000000,173983.647487,54.717456
616.000000,-31.000000,978.000000,648.000000,-8.000000,989.000000,94296.000000,16399.000000,145976.000000,174555.593989,40.914545
616.000000,-31.000000,978.000000,661.000000,-27.000000,1011.000000,95241.000000,16483.000000,146669.000000,175654.014845,55.946403
616.000000,-31.000000,978.000000,645.000000,-34.000000,1022.000000,95821.000000,16423.000000,147549.000000,176697.725993,52.782573
616.000000,-31.000000,978.000000,658.000000,-34.000000,979.000000,96703.000000,16360.000000,147570.000000,177189.234179,42.118879
616.000000,-31.000000,978.000000,643.000000,-29.000000,1019.000000,97243.000000,16400.000000,148390.000000,178170.573185,49.132474
616.000000,-31.000000,978.000000,641.000000,-27.000000,1024.000000,97743.000000,16480.000000,149310.000000,179217.076611,52.507142
616.000000,-31.000000,978.000000,641.000000,-16.000000,1010.000000,98268.000000,16795.000000,149982.000000,180092.398987,43.289722
616.000000,-31.000000,978.000000,645.000000,-22.000000,980.000000,98877.000000,16984.000000,150024.000000,180478.026255,30.430248
616.000000,-31.000000,978.000000,648.000000,-11.000000,994.000000,99517.000000,17384.000000,150344.000000,181132.976238,40.987803
616.000000,-31.000000,978.000000,636.000000,-23.000000,1020.000000,99917.000000,17544.000000,151184.000000,182065.374745,47.201695
616.000000,-31.000000,978.000000,652.000000,-10.000000,989.000000,100637.000000,17964.000000,151404.000000,182684.652560,43.104524
616.000000,-31.000000,978.000000,646.000000,-17.000000,1014.000000,101237.000000,18244.000000,152124.000000,183639.552061,48.908077
616.000000,-31.000000,978.000000,655.000000,-28.000000,1012.000000,102056.000000,18307.000000,152838.000000,184689.002458,51.826634
616.000000,-31.000000,978.000000,654.000000,-13.000000,1017.000000,102816.000000,18667.000000,153618.000000,185790.410595,57.349804
616.000000,-31.000000,978.000000,640.000000,-20.000000,1031.000000,103320.000000,18898.000000,154731.000000,187012.938496,59.211485
616.000000,-31.000000,978.000000,639.000000,-19.000000,998.000000,103780.000000,19138.000000,155131.000000,187622.436305,32.756679
616.000000,-31.000000,978.000000,642.000000,-26.000000,1009.000000,104300.000000,19238.000000,155751.000000,188432.918157,40.767634
616.000000,-31.000000,978.000000,638.000000,-21.000000,1012.000000,104762.000000,19448.000000,156465.000000,189300.284133,41.713307
616.000000,-31.000000,978.000000,646.000000,-30.000000,1009.000000,105392.000000,19469.000000,157116.000000,190189.255956,43.150898
616.000000,-31.000000,978.000000,634.000000,-25.000000,1012.000000,105788.000000,19601.000000,157864.000000,191040.159760,38.935845
616.000000,-31.000000,978.000000,644.000000,-14.000000,1007.000000,106376.000000,19958.000000,158473.000000,191905.880236,43.749286
616.000000,-31.000000,978.000000,641.000000,-19.000000,1020.000000,106876.000000,20198.000000,159313.000000,192901.712146,50.328918
616.000000,-31.000000,978.000000,648.000000,-9.000000,1011.000000,107516.000000,20638.000000,159973.000000,193847.821832,50.960769
616.000000,-31.000000,978.000000,652.000000,-23.000000,1014.000000,108272.000000,20806.000000,160729.000000,194909.022523,51.536395
616.000000,-31.000000,978.000000,648.000000,-27.000000,1012.000000,108944.000000,20890.000000,161443.000000,195880.140609,46.861498
616.000000,-31.000000,978.000000,648.000000,-26.000000,1005.000000,109584.000000,20990.000000,161983.000000,196691.955720,42.166337
616.000000,-31.000000,978.000000,640.000000,-10.000000,1021.000000,110088.000000,21431.000000,162886.000000,197763.759322,53.535035
616.000000,-31.000000,978.000000,664.000000,-54.000000,826.000000,111096.000000,20948.000000,159694.000000,195661.221390,161.049682
616.000000,-31.000000,978.000000,665.000000,30.000000,1029.000000,112076.000000,22168.000000,160714.000000,197183.771634,93.397002
616.000000,-31.000000,978.000000,602.000000,-63.000000,1008.000000,111782.000000,21496.000000,161344.000000,197456.779767,46.043458
616.000000,-31.000000,978.000000,620.000000,-24.000000,1079.000000,111862.000000,21636.000000,163364.000000,199170.831288,101.321271
616.000000,-31.000000,978.000000,598.000000,-15.000000,1119.000000,111484.000000,21972.000000,166325.000000,201433.504326,143.041952
616.000000,-31.000000,978.000000,624.000000,11.000000,1111.000000,111644.000000,22812.000000,168985.000000,203815.358364,139.703257
616.000000,-31.000000,978.000000,717.000000,44.000000,981.000000,113765.000000,24387.000000,169048.000000,205217.999449,125.837196
616.000000,-31.000000,978.000000,520.000000,-119.000000,1002.000000,111845.000000,22627.000000,169528.000000,204355.151484,132.423563
616.000000,-31.000000,978.000000,630.000000,-47.000000,979.000000,112125.000000,22307.000000,169548.000000,204489.956179,21.283797
616.000000,-31.000000,978.000000,625.000000,-42.000000,955.000000,112305.000000,22087.000000,169088.000000,204183.741610,27.037012
616.000000,-31.000000,978.000000,638.000000,-24.000000,1022.000000,112745.000000,22227.000000,169968.000000,205169.675094,49.689033
616.000000,-31.000000,978.000000,646.000000,-35.000000,1034.000000,113375.000000,22143.000000,171144.000000,206481.165751,63.655322
616.000000,-31.000000,978.000000,639.000000,-20.000000,1013.000000,113835.000000,22363.000000,171844.000000,207337.578191,43.301270
616.000000,-31.000000,978.000000,627.000000,-29.000000,1001.000000,114066.000000,22405.000000,172327.000000,207869.264948,25.573424
616.000000,-31.000000,978.000000,624.000000,-26.000000,1064.000000,114234.000000,22510.000000,174133.000000,209471.736864,86.515894
616.000000,-31.000000,978.000000,623.000000,-24.000000,1059.000000,114381.000000,22657.000000,175834.000000,210983.289305,81.602696
616.000000,-31.000000,978.000000,640.000000,-40.000000,992.000000,114861.000000,22477.000000,176114.000000,211457.811031,29.206164
616.000000,-31.000000,978.000000,627.000000,-37.000000,1023.000000,115081.000000,22357.000000,177014.000000,212314.455952,46.711883
616.000000,-31.000000,978.000000,633.000000,-32.000000,1037.000000,115438.000000,22336.000000,178253.000000,213539.131657,61.408468
616.000000,-31.000000,978.000000,607.000000,-30.000000,1027.000000,115258.000000,22356.000000,179233.000000,214263.075655,49.829710
616.000000,-31.000000,978.000000,653.000000,-22.000000,1017.000000,116035.000000,22545.000000,180052.000000,215385.981331,54.506880
616.000000,-31.000000,978.000000,639.000000,-22.000000,1005.000000,116495.000000,22725.000000,180592.000000,216104.097865,36.592349
616.000000,-31.000000,978.000000,634.000000,-12.000000,1012.000000,116855.000000,23105.000000,181272.000000,216906.592878,42.906876
616.000000,-31.000000,978.000000,618.000000,-6.000000,1000.000000,116895.000000,23605.000000,181712.000000,217349.690577,33.361655
616.000000,-31.000000,978.000000,618.000000,5.000000,1055.000000,116935.000000,24325.000000,183252.000000,218739.103395,85.023526
616.000000,-31.000000,978.000000,639.000000,-8.000000,993.000000,117418.000000,24808.000000,183567.000000,219315.451068,35.818989
616.000000,-31.000000,978.000000,622.000000,-29.000000,1046.000000,117538.000000,24848.000000,184927.000000,220523.467860,68.293484
616.000000,-31.000000,978.000000,638.000000,-33.000000,962.000000,118022.000000,24804.000000,184575.000000,220482.111576,27.276363
616.000000,-31.000000,978.000000,597.000000,-52.000000,1035.000000,117642.000000,24384.000000,185715.000000,221188.337950,63.647467
616.000000,-31.000000,978.000000,647.000000,-31.000000,994.000000,118262.000000,24384.000000,186035.000000,221787.063024,34.885527
616.000000,-31.000000,978.000000,625.000000,3.000000,1045.000000,118442.000000,25064.000000,187375.000000,223083.173021,75.670338
616.000000,-31.000000,978.000000,594.000000,-24.000000,1036.000000,117980.000000,25211.000000,188593.000000,223879.866379,62.425956
616.000000,-31.000000,978.000000,612.000000,-8.000000,1081.000000,117888.000000,25740.000000,190962.000000,225890.711602,105.612499
616.000000,-31.000000,978.000000,555.000000,-21.000000,1110.000000,116607.000000,25950.000000,193734.000000,227603.729550,145.756647
616.000000,-31.000000,978.000000,590.000000,-13.000000,1069.000000,116087.000000,26310.000000,195554.000000,228931.812086,96.337947
616.000000,-31.000000,978.000000,597.000000,-13.000000,1049.000000,115707.000000,26670.000000,196974.000000,229995.990019,75.670338
616.000000,-31.000000,978.000000,618.000000,0.000000,1069.000000,115759.000000,27476.000000,199340.000000,232145.454957,96.156123
616.000000,-31.000000,978.000000,538.000000,-39.000000,1098.000000,114121.000000,27308.000000,201860.000000,233488.306142,143.345736
616.000000,-31.000000,978.000000,559.000000,-46.000000,1061.000000,112810.000000,26963.000000,203769.000000,234467.278805,101.798821
616.000000,-31.000000,978.000000,561.000000,-22.000000,1073.000000,111655.000000,27152.000000,205764.000000,235675.399278,110.140819
616.000000,-31.000000,978.000000,545.000000,-58.000000,1100.000000,110235.000000,26612.000000,208204.000000,237084.076616,143.714996
616.000000,-31.000000,978.000000,579.000000,-43.000000,1077.000000,109458.000000,26360.000000,210283.000000,238526.399908,106.367288
616.000000,-31.000000,978.000000,594.000000,-30.000000,1047.000000,108996.000000,26381.000000,211732.000000,239596.588041,72.429276
616.000000,-31.000000,978.000000,573.000000,-49.000000,1079.000000,108136.000000,26021.000000,213752.000000,240957.266836,111.238483
616.000000,-31.000000,978.000000,557.000000,-61.000000,1087.000000,106897.000000,25391.000000,216041.000000,242374.473019,127.522547
616.000000,-31.000000,978.000000,557.000000,-54.000000,1070.000000,105717.000000,24931.000000,217881.000000,243453.833428,111.687063
616.000000,-31.000000,978.000000,556.000000,-35.000000,1044.000000,104517.000000,24851.000000,219201.000000,244111.560339,89.286057
616.000000,-31.000000,978.000000,547.000000,-70.000000,1029.000000,103137.000000,24071.000000,220221.000000,244364.364528,94.249668
616.000000,-31.000000,978.000000,559.000000,-55.000000,1035.000000,101940.000000,23567.000000,221418.000000,244894.054262,84.107075
616.000000,-31.000000,978.000000,590.000000,-48.000000,1011.000000,101394.000000,23210.000000,222111.000000,245260.562784,45.321077
616.000000,-31.000000,978.000000,581.000000,-53.000000,1023.000000,100659.000000,22748.000000,223056.000000,245771.611300,61.106464
616.000000,-31.000000,978.000000,584.000000,-40.000000,1037.000000,100019.000000,22568.000000,224236.000000,246566.215612,67.720012
616.000000,-31.000000,978.000000,593.000000,-39.000000,1025.000000,99559.000000,22408.000000,225176.000000,247221.244882,52.933921
616.000000,-31.000000,978.000000,595.000000,-34.000000,1043.000000,99139.000000,22348.000000,226476.000000,248232.457590,68.373972
616.000000,-31.000000,978.000000,577.000000,-44.000000,1066.000000,98320.000000,22075.000000,228324.000000,249571.586926,97.128780
616.000000,-31.000000,978.000000,578.000000,-28.000000,1067.000000,97560.000000,22135.000000,230104.000000,250909.869557,96.819420
616.000000,-31.000000,978.000000,591.000000,-12.000000,1081.000000,97060.000000,22515.000000,232164.000000,252641.429146,107.680082
616.000000,-31.000000,978.000000,593.000000,-14.000000,1058.000000,96600.000000,22855.000000,233764.000000,253967.554465,84.958814
616.000000,-31.000000,978.000000,595.000000,-12.000000,1076.000000,96180.000000,23235.000000,235724.000000,255648.707802,102.009803
616.000000,-31.000000,978.000000,557.000000,-34.000000,1116.000000,94941.000000,23172.000000,238622.000000,257858.864399,150.113291
616.000000,-31.000000,978.000000,594.000000,-17.000000,1104.000000,94501.000000,23452.000000,241142.000000,260057.492622,128.670121
616.000000,-31.000000,978.000000,613.000000,-30.000000,846.000000,94441.000000,23472.000000,238502.000000,257591.229022,132.037873
616.000000,-31.000000,978.000000,407.000000,-141.000000,1388.000000,90052.000000,21162.000000,247112.000000,263858.927255,473.160649
616.000000,-31.000000,978.000000,696.000000,15.000000,801.000000,91732.000000,22128.000000,243395.000000,261046.996215,199.612124
616.000000,-31.000000,978.000000,596.000000,-62.000000,1159.000000,91312.000000,21477.000000,247196.000000,264395.547029,184.721412
616.000000,-31.000000,978.000000,618.000000,-43.000000,1019.000000,91354.000000,21225.000000,248057.000000,265194.889072,42.766810
616.000000,-31.000000,978.000000,599.000000,-43.000000,1041.000000,91014.000000,20985.000000,249317.000000,266238.398639,66.347570
616.000000,-31.000000,978.000000,594.000000,-32.000000,1059.000000,90574.000000,20965.000000,250937.000000,267605.229153,83.940455
616.000000,-31.000000,978.000000,575.000000,-32.000000,1053.000000,89754.000000,20945.000000,252437.000000,268735.767084,85.480992
616.000000,-31.000000,978.000000,547.000000,-43.000000,1082.000000,88374.000000,20705.000000,254517.000000,270217.623759,125.383412
616.000000,-31.000000,978.000000,571.000000,-32.000000,1066.000000,87474.000000,20685.000000,256277.000000,271583.266476,98.843310
616.000000,-31.000000,978.000000,578.000000,-16.000000,1047.000000,86676.000000,21000.000000,257726.000000,272720.406373,80.187281
616.000000,-31.000000,978.000000,564.000000,-2.000000,1096.000000,85636.000000,21580.000000,260086.000000,274670.617817,132.170345
616.000000,-31.000000,978.000000,601.000000,4.000000,793.000000,85321.000000,22315.000000,256201.000000,270954.949516,188.878268
616.000000,-31.000000,978.000000,610.000000,-21.000000,1033.000000,85195.000000,22525.000000,257356.000000,272025.135578,56.222771
616.000000,-31.000000,978.000000,576.000000,-16.000000,1062.000000,84395.000000,22825.000000,259036.000000,273391.927361,94.239058
616.000000,-31.000000,978.000000,580.000000,-25.000000,1081.000000,83675.000000,22945.000000,261096.000000,275134.694043,109.274883
