GX,GY,GZ,AX,AY,AZ,SX,SY,SZ,TA,TS
948.520000,465.600000,447.000000,311.000000,-190.000000,1168.000000,-1765.950880,-1834.206493,1962.292678,3214.574392,1164.510245
948.520000,465.600000,447.000000,296.000000,-192.000000,1143.000000,-1779.426071,-1847.786591,1976.665774,3238.499654,1158.721757
948.520000,465.600000,447.000000,293.000000,-194.000000,1156.000000,-1792.895695,-1861.340052,1991.234306,3262.525988,1169.384295
948.520000,465.600000,447.000000,312.000000,-198.000000,1162.000000,-1806.163318,-1875.172130,2006.137766,3286.804707,1164.795119
948.520000,465.600000,447.000000,302.000000,-199.000000,1167.000000,-1820.928542,-1890.350265,2022.581126,3313.614234,1173.917063
948.520000,465.600000,447.000000,317.000000,-190.000000,1160.000000,-1834.334449,-1904.267342,2037.716690,3338.159116,1156.286241
948.520000,465.600000,447.000000,298.000000,-192.000000,1165.000000,-1848.057819,-1918.140071,2052.863618,3362.860102,1170.956033
948.520000,465.600000,447.000000,305.000000,-190.000000,1156.000000,-1861.718461,-1932.057148,2067.914270,3387.493155,1160.435414
948.520000,465.600000,447.000000,298.000000,-210.000000,1146.000000,-1875.428170,-1946.295418,2082.645695,3412.141522,1169.706215
948.520000,465.600000,447.000000,314.000000,-196.000000,1167.000000,-1888.399663,-1959.820507,2097.364655,3435.969761,1165.645825
948.520000,465.600000,447.000000,312.000000,-201.000000,1148.000000,-1901.475693,-1973.514471,2111.765298,3459.757484,1157.978528
948.520000,465.600000,447.000000,300.000000,-208.000000,1163.000000,-1915.537552,-1988.120139,2127.290326,3485.293378,1177.697393
948.520000,465.600000,447.000000,297.000000,-209.000000,1151.000000,-1928.903485,-2001.959558,2141.732886,3509.349011,1172.680464
948.520000,465.600000,447.000000,306.000000,-199.000000,1170.000000,-1942.606509,-2016.133483,2157.152307,3534.376938,1173.564702
948.520000,465.600000,447.000000,312.000000,-207.000000,1160.000000,-1955.734097,-2030.005185,2171.857219,3558.480109,1168.724720
948.520000,465.600000,447.000000,307.000000,-193.000000,1167.000000,-1969.320849,-2043.953674,2187.106099,3583.211453,1167.776464
948.520000,465.600000,447.000000,310.000000,-201.000000,1160.000000,-1983.015826,-2058.250911,2202.398523,3608.227797,1166.375733
948.520000,465.600000,447.000000,297.000000,-199.000000,1157.000000,-1996.596109,-2072.103834,2217.197763,3632.626631,1170.585952
948.520000,465.600000,447.000000,300.000000,-205.000000,1156.000000,-2010.605438,-2086.590135,2232.513581,3657.937876,1171.735273
948.520000,465.600000,447.000000,310.000000,-199.000000,1150.000000,-2024.052670,-2100.586611,2247.318761,3682.349105,1159.141903
948.520000,465.600000,447.000000,303.000000,-198.000000,1161.000000,-2037.677660,-2114.593216,2262.389159,3707.025684,1169.126610
948.520000,465.600000,447.000000,304.000000,-191.000000,1173.000000,-2050.786552,-2127.947803,2277.155273,3730.860956,1172.009211
948.520000,465.600000,447.000000,301.000000,-198.000000,1162.000000,-2063.949339,-2141.437464,2291.689793,3754.661555,1170.842479
948.520000,465.600000,447.000000,307.000000,-198.000000,1159.000000,-2077.155670,-2155.098334,2306.347025,3778.658638,1165.700163
948.520000,465.600000,447.000000,309.000000,-189.000000,1166.000000,-2090.426989,-2168.682593,2321.267713,3802.808564,1163.807540
948.520000,465.600000,447.000000,290.000000,-215.000000,1157.000000,-2104.541706,-2183.270573,2336.485853,3828.176110,1183.623652
948.520000,465.600000,447.000000,325.000000,-189.000000,1161.000000,-2117.216621,-2196.577282,2351.000045,3851.591773,1151.987131
948.520000,465.600000,447.000000,310.000000,-194.000000,1162.000000,-2130.558496,-2210.359624,2365.939970,3875.905199,1163.617184
948.520000,465.600000,447.000000,295.000000,-196.000000,1166.000000,-2144.083093,-2224.051436,2380.819675,3900.230688,1175.484560
948.520000,465.600000,447.000000,303.000000,-191.000000,1169.000000,-2157.604155,-2237.804580,2395.942687,3924.737747,1170.087018
948.520000,465.600000,447.000000,313.000000,-197.000000,1144.000000,-2171.225255,-2252.006086,2410.881488,3949.443007,1152.707001
948.520000,465.600000,447.000000,301.000000,-194.000000,1151.000000,-2184.952679,-2265.989606,2425.806288,3974.073885,1161.882227
948.520000,465.600000,447.000000,300.000000,-197.000000,1183.000000,-2198.541767,-2279.873726,2441.228432,3998.875637,1183.770649
948.520000,465.600000,447.000000,315.000000,-191.000000,1152.000000,-2211.925510,-2293.745058,2456.122262,4023.234696,1153.037792
948.520000,465.600000,447.000000,307.000000,-206.000000,1171.000000,-2225.684190,-2308.148863,2471.649890,4048.490393,1177.612190
948.520000,465.600000,447.000000,304.000000,-198.000000,1140.000000,-2239.487230,-2322.360520,2486.491178,4073.241930,1155.863310
948.520000,465.600000,447.000000,313.000000,-212.000000,1167.000000,-2252.957077,-2336.722252,2501.751578,4098.151709,1175.341410
948.520000,465.600000,447.000000,305.000000,-198.000000,1145.000000,-2266.695585,-2350.889449,2516.653180,4122.879249,1158.312113
948.520000,465.600000,447.000000,294.000000,-190.000000,1152.000000,-2280.764493,-2364.981571,2531.807155,4147.899706,1164.144660
948.520000,465.600000,447.000000,303.000000,-200.000000,1177.000000,-2294.696751,-2379.347216,2547.562745,4173.368219,1180.092975
948.520000,465.600000,447.000000,319.000000,-196.000000,1176.000000,-2308.036909,-2393.367181,2563.010984,4198.126504,1168.525135
948.520000,465.600000,447.000000,294.000000,-205.000000,1165.000000,-2321.878043,-2407.548359,2578.194530,4223.090549,1180.518865
948.520000,465.600000,447.000000,302.000000,-193.000000,1170.000000,-2335.772405,-2421.702332,2593.732523,4248.284749,1172.378382
948.520000,465.600000,447.000000,306.000000,-203.000000,1161.000000,-2349.566024,-2436.055837,2609.060675,4273.409195,1170.322140
948.520000,465.600000,447.000000,309.000000,-196.000000,1176.000000,-2362.889784,-2449.839611,2624.248661,4297.864968,1173.942669
948.520000,465.600000,447.000000,316.000000,-194.000000,1169.000000,-2376.031019,-2463.543461,2639.248933,4322.060240,1164.662058
948.520000,465.600000,447.000000,303.000000,-192.000000,1161.000000,-2389.689577,-2477.457619,2654.356459,4346.725289,1165.731457
948.520000,465.600000,447.000000,300.000000,-193.000000,1173.000000,-2403.310443,-2491.290195,2669.604637,4371.409022,1175.333208
948.520000,465.600000,447.000000,300.000000,-198.000000,1177.000000,-2417.188771,-2505.491235,2685.226637,4396.672602,1180.611346
948.520000,465.600000,447.000000,315.000000,-202.000000,1153.000000,-2430.346347,-2519.356619,2699.889551,4420.762913,1159.945408
948.520000,465.600000,447.000000,301.000000,-204.000000,1162.000000,-2443.838074,-2533.308405,2714.787291,4445.229582,1174.253512
948.520000,465.600000,447.000000,308.000000,-203.000000,1166.000000,-2457.284511,-2547.344325,2729.881258,4469.839142,1172.285302
948.520000,465.600000,447.000000,311.000000,-190.000000,1179.000000,-2472.635992,-2563.131173,2747.507818,4498.040614,1171.352684
948.520000,465.600000,447.000000,310.000000,-196.000000,1180.000000,-2486.253708,-2577.241116,2763.140509,4523.115601,1175.887474
948.520000,465.600000,447.000000,300.000000,-207.000000,1163.000000,-2499.753300,-2591.241958,2778.044765,4547.618515,1177.125716
948.520000,465.600000,447.000000,314.000000,-204.000000,1173.000000,-2513.380252,-2605.622287,2793.636341,4572.827550,1173.906210
948.520000,465.600000,447.000000,304.000000,-208.000000,1161.000000,-2526.921617,-2619.774623,2808.637481,4597.498932,1174.282330
948.520000,465.600000,447.000000,314.000000,-198.000000,1168.000000,-2540.111384,-2633.568876,2823.624908,4621.764651,1167.399499
948.520000,465.600000,447.000000,294.000000,-196.000000,1164.000000,-2553.737836,-2647.342727,2838.552131,4646.221976,1174.819131
948.520000,465.600000,447.000000,307.000000,-212.000000,1166.000000,-2567.416967,-2661.791192,2853.883368,4671.339477,1177.985853
948.520000,465.600000,447.000000,303.000000,-207.000000,1161.000000,-2581.269181,-2676.224515,2869.205094,4696.537672,1174.258417
948.520000,465.600000,447.000000,297.000000,-203.000000,1168.000000,-2595.005177,-2690.320609,2884.405937,4721.405983,1179.552996
948.520000,465.600000,447.000000,303.000000,-200.000000,1174.000000,-2609.054274,-2704.806727,2900.228365,4747.048368,1178.239547
948.520000,465.600000,447.000000,297.000000,-197.000000,1177.000000,-2622.723816,-2718.708738,2915.544495,4771.840013,1181.700923
948.520000,465.600000,447.000000,305.000000,-186.000000,1160.000000,-2636.178532,-2732.332391,2930.451899,4796.105282,1160.633254
948.520000,465.600000,447.000000,304.000000,-209.000000,1162.000000,-2649.738588,-2746.525300,2945.494784,4820.835543,1175.464245
948.520000,465.600000,447.000000,305.000000,-197.000000,1166.000000,-2663.619958,-2760.818245,2961.004333,4846.084535,1170.520290
948.520000,465.600000,447.000000,321.000000,-200.000000,1180.000000,-2676.817331,-2774.816478,2976.420056,4870.732374,1172.217433
948.520000,465.600000,447.000000,313.000000,-193.000000,1167.000000,-2690.254766,-2788.741917,2991.643736,4895.353350,1164.491147
948.520000,465.600000,447.000000,310.000000,-202.000000,1179.000000,-2704.127251,-2803.246194,3007.547168,4920.958584,1178.652430
948.520000,465.600000,447.000000,313.000000,-200.000000,1171.000000,-2717.451564,-2817.201164,3022.726552,4945.507174,1170.933401
948.520000,465.600000,447.000000,297.000000,-211.000000,1155.000000,-2731.967429,-2832.275812,3038.500792,4971.711915,1176.235466
948.520000,465.600000,447.000000,311.000000,-200.000000,1167.000000,-2745.446515,-2846.348593,3053.723752,4996.439295,1169.553381
948.520000,465.600000,447.000000,303.000000,-196.000000,1159.000000,-2758.967577,-2860.206466,3068.637304,5020.878212,1166.771027
948.520000,465.600000,447.000000,298.000000,-199.000000,1158.000000,-2772.943348,-2874.484733,3083.912428,5046.027462,1170.636763
948.520000,465.600000,447.000000,307.000000,-212.000000,1154.000000,-2786.405645,-2888.704169,3098.748823,5070.592910,1170.700077
948.520000,465.600000,447.000000,298.000000,-197.000000,1174.000000,-2800.962332,-2903.531169,3115.016902,5096.980825,1179.298109
948.520000,465.600000,447.000000,310.000000,-198.000000,1174.000000,-2814.278666,-2917.370547,3130.178487,5121.448299,1173.286730
948.520000,465.600000,447.000000,299.000000,-205.000000,1164.000000,-2828.192684,-2931.736140,3145.538061,5146.664973,1177.144677
948.520000,465.600000,447.000000,308.000000,-190.000000,1164.000000,-2841.660898,-2945.521441,3160.614420,5171.133022,1163.686483
948.520000,465.600000,447.000000,305.000000,-196.000000,1172.000000,-2855.071211,-2959.308524,3175.722695,5195.589783,1173.651375
948.520000,465.600000,447.000000,291.000000,-206.000000,1173.000000,-2868.758805,-2973.289221,3190.835837,5220.312175,1187.625829
948.520000,465.600000,447.000000,298.000000,-202.000000,1172.000000,-2882.817843,-2987.717392,3206.504537,5245.833134,1180.885697
948.520000,465.600000,447.000000,306.000000,-193.000000,1163.000000,-2896.560703,-3001.804187,3221.819061,5270.769426,1165.865305
948.520000,465.600000,447.000000,313.000000,-204.000000,1160.000000,-2909.921876,-3015.881858,3236.809173,5295.292468,1166.455670
948.520000,465.600000,447.000000,294.000000,-199.000000,1171.000000,-2924.189103,-3030.368809,3252.590925,5321.030422,1180.790240
948.520000,465.600000,447.000000,294.000000,-194.000000,1147.000000,-2937.782829,-3044.068041,3267.129225,5345.189572,1163.386690
948.520000,465.600000,447.000000,301.000000,-203.000000,1177.000000,-2951.414420,-3058.143408,3282.497185,5370.090870,1182.881275
948.520000,465.600000,447.000000,301.000000,-197.000000,1155.000000,-2965.667630,-3072.728559,3298.081681,5395.756487,1166.012397
948.520000,465.600000,447.000000,303.000000,-195.000000,1161.000000,-2982.791339,-3090.252296,3317.021959,5426.724435,1167.426413
948.520000,465.600000,447.000000,294.000000,-197.000000,1172.000000,-2996.392264,-3104.021124,3332.087459,5451.249450,1180.279709
948.520000,465.600000,447.000000,294.000000,-204.000000,1144.000000,-3010.160747,-3118.106829,3346.749551,5475.800442,1167.291562
948.520000,465.600000,447.000000,299.000000,-199.000000,1161.000000,-3024.389782,-3132.666221,3362.391149,5501.473025,1171.906733
948.520000,465.600000,447.000000,298.000000,-194.000000,1167.000000,-3038.033138,-3146.500012,3377.491709,5526.079796,1173.306622
948.520000,465.600000,447.000000,307.000000,-202.000000,1180.000000,-3052.048425,-3161.085069,3393.505560,5551.877015,1180.900788
948.520000,465.600000,447.000000,305.000000,-206.000000,1184.000000,-3067.224557,-3176.923412,3410.886231,5579.861444,1186.732299
948.520000,465.600000,447.000000,309.000000,-200.000000,1164.000000,-3081.079758,-3191.343636,3426.420036,5605.183399,1168.802032
948.520000,465.600000,447.000000,305.000000,-203.000000,1179.000000,-3095.034489,-3205.842227,3442.293456,5630.812296,1181.933987
948.520000,465.600000,447.000000,298.000000,-195.000000,1166.000000,-3109.559300,-3220.592104,3458.347288,5657.007911,1173.255995
948.520000,465.600000,447.000000,315.000000,-205.000000,1177.000000,-3122.719411,-3234.522478,3473.511578,5681.443026,1176.414872
948.520000,465.600000,447.000000,296.000000,-201.000000,1167.000000,-3136.535217,-3248.636400,3488.756138,5706.392119,1178.362385
948.520000,465.600000,447.000000,307.000000,-201.000000,1167.000000,-3150.033439,-3262.662330,3503.905658,5731.058454,1172.306901
948.520000,465.600000,447.000000,303.000000,-194.000000,1181.000000,-3163.869515,-3276.800197,3519.638214,5756.330688,1179.204915
948.520000,465.600000,447.000000,301.000000,-202.000000,1166.000000,-3177.307497,-3290.654899,3534.559621,5780.726971,1175.556426
948.520000,465.600000,447.000000,302.000000,-204.000000,1168.000000,-3190.998205,-3304.834349,3549.827517,5805.658879,1177.367092
948.520000,465.600000,447.000000,290.000000,-202.000000,1163.000000,-3204.902196,-3318.930055,3564.945141,5830.568468,1179.828102
948.520000,465.600000,447.000000,309.000000,-201.000000,1157.000000,-3218.759316,-3333.373944,3580.329421,5855.813534,1165.092868
948.520000,465.600000,447.000000,302.000000,-201.000000,1179.000000,-3233.412691,-3348.482433,3596.920201,5882.612274,1182.441403
948.520000,465.600000,447.000000,312.000000,-199.000000,1173.000000,-3246.891639,-3362.556003,3612.293977,5907.432265,1172.146267
948.520000,465.600000,447.000000,291.000000,-202.000000,1148.000000,-3260.718627,-3376.594963,3627.035306,5932.037139,1170.223616
948.520000,465.600000,447.000000,308.000000,-212.000000,1174.000000,-3274.355938,-3391.021745,3642.513863,5957.209290,1182.343702
948.520000,465.600000,447.000000,306.000000,-196.000000,1168.000000,-3287.889337,-3404.957026,3657.700286,5981.865931,1170.635516
948.520000,465.600000,447.000000,299.000000,-207.000000,1164.000000,-3301.638376,-3419.194622,3672.877742,6006.807700,1178.285191
948.520000,465.600000,447.000000,312.000000,-201.000000,1176.000000,-3315.004660,-3433.192556,3688.186013,6031.482661,1175.140107
948.520000,465.600000,447.000000,297.000000,-202.000000,1150.000000,-3328.703519,-3447.229513,3702.967291,6056.040389,1168.065525
948.520000,465.600000,447.000000,296.000000,-206.000000,1189.000000,-3343.186201,-3462.135675,3719.435981,6082.555501,1194.735498
948.520000,465.600000,447.000000,304.000000,-210.000000,1162.000000,-3357.229647,-3476.856324,3735.015116,6108.179656,1176.038431
948.520000,465.600000,447.000000,290.000000,-186.000000,1159.000000,-3371.285098,-3490.764074,3750.212044,6133.114006,1168.407100
948.520000,465.600000,447.000000,309.000000,-201.000000,1177.000000,-3384.709262,-3504.756675,3765.535474,6157.827015,1177.387528
948.520000,465.600000,447.000000,304.000000,-203.000000,1177.000000,-3398.247405,-3518.800618,3780.869124,6182.638154,1181.241715
948.520000,465.600000,447.000000,310.000000,-211.000000,1174.000000,-3411.437313,-3532.777144,3795.886763,6207.026277,1180.688083
948.520000,465.600000,447.000000,313.000000,-187.000000,1169.000000,-3424.827083,-3546.526773,3811.098581,6231.513869,1162.349530
948.520000,465.600000,447.000000,301.000000,-197.000000,1165.000000,-3438.160815,-3560.171033,3825.883637,6255.649700,1172.111305
948.520000,465.600000,447.000000,297.000000,-200.000000,1172.000000,-3451.636203,-3573.937637,3840.878812,6280.061525,1180.307871
948.520000,465.600000,447.000000,307.000000,-199.000000,1161.000000,-3464.925290,-3587.704826,3855.669322,6304.246117,1167.491786
948.520000,465.600000,447.000000,300.000000,-192.000000,1164.000000,-3478.515675,-3601.485492,3870.694774,6328.747671,1169.232633
948.520000,465.600000,447.000000,303.000000,-201.000000,1164.000000,-3491.695257,-3615.095464,3885.333763,6352.689937,1172.663903
948.520000,465.600000,447.000000,312.000000,-198.000000,1172.000000,-3504.756011,-3628.711873,3900.210038,6376.715682,1170.960149
948.520000,465.600000,447.000000,303.000000,-198.000000,1164.000000,-3518.064051,-3642.392650,3914.991710,6400.856113,1170.961157
948.520000,465.600000,447.000000,308.000000,-194.000000,1185.000000,-3531.267731,-3655.989645,3930.204842,6425.155419,1178.974991
948.520000,465.600000,447.000000,305.000000,-199.000000,1189.000000,-3544.584090,-3669.742212,3945.559048,6449.691502,1185.906889
948.520000,465.600000,447.000000,300.000000,-200.000000,1168.000000,-3557.852161,-3683.359723,3960.309987,6473.755173,1176.198347
948.520000,465.600000,447.000000,303.000000,-196.000000,1160.000000,-3571.515237,-3697.363148,3975.401345,6498.463756,1167.381527
948.520000,465.600000,447.000000,300.000000,-208.000000,1180.000000,-3584.948032,-3711.315425,3990.583974,6523.072514,1188.109486
948.520000,465.600000,447.000000,307.000000,-202.000000,1169.000000,-3598.319233,-3725.230212,4005.632620,6547.544129,1174.104625
948.520000,465.600000,447.000000,289.000000,-195.000000,1156.000000,-3612.399326,-3739.333361,4020.769061,6572.566220,1172.194519
948.520000,465.600000,447.000000,307.000000,-202.000000,1159.000000,-3625.539580,-3753.007812,4035.352957,6596.489852,1167.981879
948.520000,465.600000,447.000000,299.000000,-202.000000,1173.000000,-3639.254844,-3767.104854,4050.683173,6621.426505,1180.949614
948.520000,465.600000,447.000000,310.000000,-203.000000,1175.000000,-3652.424958,-3780.895397,4065.698901,6645.696775,1176.740307
948.520000,465.600000,447.000000,305.000000,-209.000000,1168.000000,-3665.751613,-3794.865689,4080.630090,6670.103629,1178.577172
948.520000,465.600000,447.000000,291.000000,-198.000000,1162.000000,-3679.462220,-3808.703076,4095.539270,6694.632422,1176.402359
948.520000,465.600000,447.000000,287.000000,-198.000000,1178.000000,-3693.374647,-3822.659248,4110.912931,6719.623883,1188.416876
948.520000,465.600000,447.000000,296.000000,-203.000000,1174.000000,-3707.048857,-3836.670429,4126.147943,6744.430892,1183.780939
948.520000,465.600000,447.000000,290.000000,-200.000000,1153.000000,-3721.212963,-3850.986820,4141.333297,6769.650425,1172.649969
948.520000,465.600000,447.000000,296.000000,-194.000000,1163.000000,-3734.779507,-3864.700563,4156.219653,6794.015764,1171.968647
948.520000,465.600000,447.000000,301.000000,-201.000000,1160.000000,-3748.365124,-3878.686498,4171.179106,6818.591143,1171.326902
948.520000,465.600000,447.000000,301.000000,-198.000000,1173.000000,-3762.058877,-3892.720311,4186.532554,6843.494227,1177.592081
948.520000,465.600000,447.000000,304.000000,-203.000000,1174.000000,-3775.568660,-3906.734835,4201.771201,6868.214979,1179.390093
948.520000,465.600000,447.000000,302.000000,-197.000000,1180.000000,-3788.994941,-3920.495049,4216.993412,6892.735127,1180.811530
948.520000,465.600000,447.000000,316.000000,-199.000000,1159.000000,-3802.901526,-3935.106945,4232.647444,6918.267924,1161.343494
948.520000,465.600000,447.000000,303.000000,-186.000000,1170.000000,-3816.427752,-3948.760571,4247.797186,6942.738060,1167.907372
948.520000,465.600000,447.000000,307.000000,-208.000000,1190.000000,-3829.842577,-3962.846221,4263.334059,6967.629556,1190.518320
948.520000,465.600000,447.000000,299.000000,-206.000000,1161.000000,-3843.550047,-3977.019667,4278.402315,6992.445121,1175.890637
948.520000,465.600000,447.000000,299.000000,-195.000000,1177.000000,-3856.855464,-3990.552058,4293.356365,7016.605210,1179.478101
948.520000,465.600000,447.000000,292.000000,-199.000000,1177.000000,-3870.257663,-4004.119203,4308.258585,7040.806559,1185.584949
948.520000,465.600000,447.000000,306.000000,-212.000000,1183.000000,-3883.596379,-4018.186179,4323.537945,7065.488048,1188.978431
948.520000,465.600000,447.000000,309.000000,-203.000000,1182.000000,-3897.063391,-4032.265558,4339.015575,7090.368450,1181.624640
948.520000,465.600000,447.000000,306.000000,-197.000000,1178.000000,-3914.203254,-4049.941075,4358.515731,7121.774302,1177.383417
948.520000,465.600000,447.000000,311.000000,-199.000000,1178.000000,-3928.345998,-4064.684562,4374.732235,7147.855971,1175.791610
948.520000,465.600000,447.000000,308.000000,-205.000000,1170.000000,-3941.706605,-4078.672607,4389.813292,7172.383281,1175.882320
948.520000,465.600000,447.000000,294.000000,-191.000000,1162.000000,-3955.493414,-4092.503229,4404.874052,7197.042882,1170.788192
948.520000,465.600000,447.000000,303.000000,-195.000000,1164.000000,-3969.093229,-4106.420750,4419.979808,7221.676671,1169.263627
948.520000,465.600000,447.000000,307.000000,-201.000000,1181.000000,-3982.829455,-4120.693989,4435.696216,7246.961456,1180.957015
948.520000,465.600000,447.000000,307.000000,-202.000000,1172.000000,-3996.781232,-4135.212954,4451.463516,7272.535584,1175.951815
